question;answer;text
Where does Astana play their home games in the UEFA Europa League 17/18?;Astana plays their home games at Astana Arena in the UEFA Europa League 17/18.;<s>[INST] Where does Astana play their home games in the UEFA Europa League 17/18? [/INST] Astana plays their home games at Astana Arena in the UEFA Europa League 17/18. </s>
When was Astana founded?;Astana was founded on 01/01/2009.;<s>[INST] When was Astana founded? [/INST] Astana was founded on 01/01/2009. </s>
In which country is Astana based?;Astana is based in Kazakhstan.;<s>[INST] In which country is Astana based? [/INST] Astana is based in Kazakhstan. </s>
What is the full name of Astana?;The full name of Astana is Astana.;<s>[INST] What is the full name of Astana? [/INST] The full name of Astana is Astana. </s>
Who is the manager of Slavia Praha in the UEFA Europa League 17/18?;The manager of Slavia Praha in the UEFA Europa League 17/18 is Jindřich Trpišovský.;<s>[INST] Who is the manager of Slavia Praha in the UEFA Europa League 17/18? [/INST] The manager of Slavia Praha in the UEFA Europa League 17/18 is Jindřich Trpišovský. </s>
Where does Slavia Praha play their home games in the UEFA Europa League 17/18?;Slavia Praha plays their home games at Fortuna Arena in the UEFA Europa League 17/18.;<s>[INST] Where does Slavia Praha play their home games in the UEFA Europa League 17/18? [/INST] Slavia Praha plays their home games at Fortuna Arena in the UEFA Europa League 17/18. </s>
When was Slavia Praha founded?;Slavia Praha was founded on 11/02/1892.;<s>[INST] When was Slavia Praha founded? [/INST] Slavia Praha was founded on 11/02/1892. </s>
In which country is Slavia Praha based?;Slavia Praha is based in Czech Republic.;<s>[INST] In which country is Slavia Praha based? [/INST] Slavia Praha is based in Czech Republic. </s>
What is the full name of Slavia Praha?;The full name of Slavia Praha is Slavia Praha.;<s>[INST] What is the full name of Slavia Praha? [/INST] The full name of Slavia Praha is Slavia Praha. </s>
Who is the manager of Maccabi Tel Aviv in the UEFA Europa League 17/18?;The manager of Maccabi Tel Aviv in the UEFA Europa League 17/18 is Robbie Keane.;<s>[INST] Who is the manager of Maccabi Tel Aviv in the UEFA Europa League 17/18? [/INST] The manager of Maccabi Tel Aviv in the UEFA Europa League 17/18 is Robbie Keane. </s>
Where does Maccabi Tel Aviv play their home games in the UEFA Europa League 17/18?;Maccabi Tel Aviv plays their home games at Bloomfield in the UEFA Europa League 17/18.;<s>[INST] Where does Maccabi Tel Aviv play their home games in the UEFA Europa League 17/18? [/INST] Maccabi Tel Aviv plays their home games at Bloomfield in the UEFA Europa League 17/18. </s>
When was Maccabi Tel Aviv founded?;Maccabi Tel Aviv was founded on 01/01/1906.;<s>[INST] When was Maccabi Tel Aviv founded? [/INST] Maccabi Tel Aviv was founded on 01/01/1906. </s>
In which country is Maccabi Tel Aviv based?;Maccabi Tel Aviv is based in Israel.;<s>[INST] In which country is Maccabi Tel Aviv based? [/INST] Maccabi Tel Aviv is based in Israel. </s>
What is the full name of Maccabi Tel Aviv?;The full name of Maccabi Tel Aviv is Maccabi Tel Aviv.;<s>[INST] What is the full name of Maccabi Tel Aviv? [/INST] The full name of Maccabi Tel Aviv is Maccabi Tel Aviv. </s>
Who is the manager of Fenerbahçe in the UEFA Europa League 16/17?;The manager of Fenerbahçe in the UEFA Europa League 16/17 is Ismail Kartal.;<s>[INST] Who is the manager of Fenerbahçe in the UEFA Europa League 16/17? [/INST] The manager of Fenerbahçe in the UEFA Europa League 16/17 is Ismail Kartal. </s>
Where does Fenerbahçe play their home games in the UEFA Europa League 16/17?;Fenerbahçe plays their home games at Şükrü Saracoğlu Stadium in the UEFA Europa League 16/17.;<s>[INST] Where does Fenerbahçe play their home games in the UEFA Europa League 16/17? [/INST] Fenerbahçe plays their home games at Şükrü Saracoğlu Stadium in the UEFA Europa League 16/17. </s>
When was Fenerbahçe founded?;Fenerbahçe was founded on 05/03/1907.;<s>[INST] When was Fenerbahçe founded? [/INST] Fenerbahçe was founded on 05/03/1907. </s>
In which country is Fenerbahçe based?;Fenerbahçe is based in Turkey.;<s>[INST] In which country is Fenerbahçe based? [/INST] Fenerbahçe is based in Turkey. </s>
What is the full name of Fenerbahçe?;The full name of Fenerbahçe is Fenerbahçe.;<s>[INST] What is the full name of Fenerbahçe? [/INST] The full name of Fenerbahçe is Fenerbahçe. </s>
Who is the manager of Feyenoord in the UEFA Europa League 16/17?;The manager of Feyenoord in the UEFA Europa League 16/17 is Arne Slot.;<s>[INST] Who is the manager of Feyenoord in the UEFA Europa League 16/17? [/INST] The manager of Feyenoord in the UEFA Europa League 16/17 is Arne Slot. </s>
Where does Feyenoord play their home games in the UEFA Europa League 16/17?;Feyenoord plays their home games at De Kuip in the UEFA Europa League 16/17.;<s>[INST] Where does Feyenoord play their home games in the UEFA Europa League 16/17? [/INST] Feyenoord plays their home games at De Kuip in the UEFA Europa League 16/17. </s>
When was Feyenoord founded?;Feyenoord was founded on 07/19/1908.;<s>[INST] When was Feyenoord founded? [/INST] Feyenoord was founded on 07/19/1908. </s>
In which country is Feyenoord based?;Feyenoord is based in Netherlands.;<s>[INST] In which country is Feyenoord based? [/INST] Feyenoord is based in Netherlands. </s>
What is the full name of Feyenoord?;The full name of Feyenoord is Feyenoord.;<s>[INST] What is the full name of Feyenoord? [/INST] The full name of Feyenoord is Feyenoord. </s>
Who is the manager of Zorya Luhansk in the UEFA Europa League 16/17?;The manager of Zorya Luhansk in the UEFA Europa League 16/17 is Yurii Koval.;<s>[INST] Who is the manager of Zorya Luhansk in the UEFA Europa League 16/17? [/INST] The manager of Zorya Luhansk in the UEFA Europa League 16/17 is Yurii Koval. </s>
Where does Zorya Luhansk play their home games in the UEFA Europa League 16/17?;Zorya Luhansk plays their home games at Slavutych-Arena in the UEFA Europa League 16/17.;<s>[INST] Where does Zorya Luhansk play their home games in the UEFA Europa League 16/17? [/INST] Zorya Luhansk plays their home games at Slavutych-Arena in the UEFA Europa League 16/17. </s>
When was Zorya Luhansk founded?;Zorya Luhansk was founded on 11/30/1922.;<s>[INST] When was Zorya Luhansk founded? [/INST] Zorya Luhansk was founded on 11/30/1922. </s>
In which country is Zorya Luhansk based?;Zorya Luhansk is based in Ukraine.;<s>[INST] In which country is Zorya Luhansk based? [/INST] Zorya Luhansk is based in Ukraine. </s>
What is the full name of Zorya Luhansk?;The full name of Zorya Luhansk is Zorya Luhansk.;<s>[INST] What is the full name of Zorya Luhansk? [/INST] The full name of Zorya Luhansk is Zorya Luhansk. </s>
Who is the manager of Molde FK in the UEFA Europa League 15/16?;The manager of Molde FK in the UEFA Europa League 15/16 is Erling Moe.;<s>[INST] Who is the manager of Molde FK in the UEFA Europa League 15/16? [/INST] The manager of Molde FK in the UEFA Europa League 15/16 is Erling Moe. </s>
Where does Molde FK play their home games in the UEFA Europa League 15/16?;Molde FK plays their home games at Aker Stadion in the UEFA Europa League 15/16.;<s>[INST] Where does Molde FK play their home games in the UEFA Europa League 15/16? [/INST] Molde FK plays their home games at Aker Stadion in the UEFA Europa League 15/16. </s>
When was Molde FK founded?;Molde FK was founded on 06/19/1911.;<s>[INST] When was Molde FK founded? [/INST] Molde FK was founded on 06/19/1911. </s>
In which country is Molde FK based?;Molde FK is based in Norway.;<s>[INST] In which country is Molde FK based? [/INST] Molde FK is based in Norway. </s>
What is the full name of Molde FK?;The full name of Molde FK is Molde FK.;<s>[INST] What is the full name of Molde FK? [/INST] The full name of Molde FK is Molde FK. </s>
Who is the manager of Borussia M'gladbach in the UEFA Europa League 14/15?;The manager of Borussia M'gladbach in the UEFA Europa League 14/15 is Gerardo Seoane.;<s>[INST] Who is the manager of Borussia M'gladbach in the UEFA Europa League 14/15? [/INST] The manager of Borussia M'gladbach in the UEFA Europa League 14/15 is Gerardo Seoane. </s>
Where does Borussia M'gladbach play their home games in the UEFA Europa League 14/15?;Borussia M'gladbach plays their home games at Borussia-Park in the UEFA Europa League 14/15.;<s>[INST] Where does Borussia M'gladbach play their home games in the UEFA Europa League 14/15? [/INST] Borussia M'gladbach plays their home games at Borussia-Park in the UEFA Europa League 14/15. </s>
When was Borussia M'gladbach founded?;Borussia M'gladbach was founded on 08/01/1900.;<s>[INST] When was Borussia M'gladbach founded? [/INST] Borussia M'gladbach was founded on 08/01/1900. </s>
In which country is Borussia M'gladbach based?;Borussia M'gladbach is based in Germany.;<s>[INST] In which country is Borussia M'gladbach based? [/INST] Borussia M'gladbach is based in Germany. </s>
What is the full name of Borussia M'gladbach?;The full name of Borussia M'gladbach is Borussia M'gladbach.;<s>[INST] What is the full name of Borussia M'gladbach? [/INST] The full name of Borussia M'gladbach is Borussia M'gladbach. </s>
Who is the manager of Apollon Limassol in the UEFA Europa League 14/15?;The manager of Apollon Limassol in the UEFA Europa League 14/15 is Vladan Milojević.;<s>[INST] Who is the manager of Apollon Limassol in the UEFA Europa League 14/15? [/INST] The manager of Apollon Limassol in the UEFA Europa League 14/15 is Vladan Milojević. </s>
Where does Apollon Limassol play their home games in the UEFA Europa League 14/15?;Apollon Limassol plays their home games at Alphamega Stadium in the UEFA Europa League 14/15.;<s>[INST] Where does Apollon Limassol play their home games in the UEFA Europa League 14/15? [/INST] Apollon Limassol plays their home games at Alphamega Stadium in the UEFA Europa League 14/15. </s>
When was Apollon Limassol founded?;Apollon Limassol was founded on 04/14/1954.;<s>[INST] When was Apollon Limassol founded? [/INST] Apollon Limassol was founded on 04/14/1954. </s>
In which country is Apollon Limassol based?;Apollon Limassol is based in Cyprus.;<s>[INST] In which country is Apollon Limassol based? [/INST] Apollon Limassol is based in Cyprus. </s>
What is the full name of Apollon Limassol?;The full name of Apollon Limassol is Apollon Limassol.;<s>[INST] What is the full name of Apollon Limassol? [/INST] The full name of Apollon Limassol is Apollon Limassol. </s>
Who is the manager of Valencia in the UEFA Europa League 13/14?;The manager of Valencia in the UEFA Europa League 13/14 is Ruben Baraja.;<s>[INST] Who is the manager of Valencia in the UEFA Europa League 13/14? [/INST] The manager of Valencia in the UEFA Europa League 13/14 is Ruben Baraja. </s>
Where does Valencia play their home games in the UEFA Europa League 13/14?;Valencia plays their home games at Mestalla in the UEFA Europa League 13/14.;<s>[INST] Where does Valencia play their home games in the UEFA Europa League 13/14? [/INST] Valencia plays their home games at Mestalla in the UEFA Europa League 13/14. </s>
When was Valencia founded?;Valencia was founded on 03/18/1919.;<s>[INST] When was Valencia founded? [/INST] Valencia was founded on 03/18/1919. </s>
In which country is Valencia based?;Valencia is based in Spain.;<s>[INST] In which country is Valencia based? [/INST] Valencia is based in Spain. </s>
What is the full name of Valencia?;The full name of Valencia is Valencia.;<s>[INST] What is the full name of Valencia? [/INST] The full name of Valencia is Valencia. </s>
Who is the manager of Swansea City in the UEFA Europa League 13/14?;The manager of Swansea City in the UEFA Europa League 13/14 is Michael Duff.;<s>[INST] Who is the manager of Swansea City in the UEFA Europa League 13/14? [/INST] The manager of Swansea City in the UEFA Europa League 13/14 is Michael Duff. </s>
Where does Swansea City play their home games in the UEFA Europa League 13/14?;Swansea City plays their home games at Swansea.com Stadium in the UEFA Europa League 13/14.;<s>[INST] Where does Swansea City play their home games in the UEFA Europa League 13/14? [/INST] Swansea City plays their home games at Swansea.com Stadium in the UEFA Europa League 13/14. </s>
When was Swansea City founded?;Swansea City was founded on 09/07/1912.;<s>[INST] When was Swansea City founded? [/INST] Swansea City was founded on 09/07/1912. </s>
In which country is Swansea City based?;Swansea City is based in Wales.;<s>[INST] In which country is Swansea City based? [/INST] Swansea City is based in Wales. </s>
What is the full name of Swansea City?;The full name of Swansea City is Swansea City.;<s>[INST] What is the full name of Swansea City? [/INST] The full name of Swansea City is Swansea City. </s>
Where does Kuban Krasnodar play their home games in the UEFA Europa League 13/14?;Kuban Krasnodar plays their home games at Kuban Stadium in the UEFA Europa League 13/14.;<s>[INST] Where does Kuban Krasnodar play their home games in the UEFA Europa League 13/14? [/INST] Kuban Krasnodar plays their home games at Kuban Stadium in the UEFA Europa League 13/14. </s>
When was Kuban Krasnodar founded?;Kuban Krasnodar was founded on 11/30/1927.;<s>[INST] When was Kuban Krasnodar founded? [/INST] Kuban Krasnodar was founded on 11/30/1927. </s>
In which country is Kuban Krasnodar based?;Kuban Krasnodar is based in Russia.;<s>[INST] In which country is Kuban Krasnodar based? [/INST] Kuban Krasnodar is based in Russia. </s>
What is the full name of Kuban Krasnodar?;The full name of Kuban Krasnodar is Kuban Krasnodar.;<s>[INST] What is the full name of Kuban Krasnodar? [/INST] The full name of Kuban Krasnodar is Kuban Krasnodar. </s>
